,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
1436,oudTF4EN_C8thENGiTQf-w,0,2012-05-05,0,NVupLOclX7y3zeG-rcdPqg,5,Good food. Great service.  Ask for Waitress Aimee ~ she was friendly and professional.,review,0,tYD6Om1Y-5Sbm65Cda9t0Q
1442,ZjwZIQM4TfFO7T7ck7FtYQ,2,2009-09-25,6,p9lEvvMWcJ1yCAYaz7k68Q,5,THANK GOD! I am sick of co-ops. One shop for everything food. I like plastic bags and large carbon footprints. I'm not going to martyr myself and pay more for a smaller selection for some pinko environmentalist agenda.,review,2,4bsu8DLfDkBV84RKn6UmcA
1449,MVFeOZVt641WBvdsRmnhPg,0,2009-01-19,0,GABEeYUIptQqJ9AUFu7cVQ,5,"Drinks are stiff, and the bartender is awesome.  I lived in this town for 26 years and didn't know this place existed.  Come in and ask for Justin, he'll treat you right.  He makes a mad decent Tom Collins.

The summer sausage sandwich is a pure Sconnie experience and paired with the mini corn dogs is the bees' knees.

The sound system is nice and the jukebox is deep if that matters to you.",review,0,pOmhEB7tBWhYofKPixLfNw
1450,MVFeOZVt641WBvdsRmnhPg,0,2012-05-02,0,q4VxXDJ5FViMpmayzfsdqg,5,"The bar is now called Slice's. Bullit is gone (thank god). Great friendly service, great food and the owner is cute as a button. Justin no longer works there but Kimmy and Brian will treat you right. There mixology is beyond reproach. Great fish fry and even better burgers.",review,1,NIA6FQhiZxWCiYBkfXjiOw
1458,9vgu6o1CwP5NakVkb29z0g,0,2014-06-20,0,C7fZQfN6Ahh6w1kLyB4phw,5,"Once, when I was a kid, I was reading a book at recess because I was a big nerd and that's how I rolled.  

This kid in my school, his name was Weston, came up behind me and, without warning, kicked me in the crotch as hard as he could.  It was the kind of kick where I didn't see it coming.  His foot caught me right in the jewel-box and lifted me a good six inches off the ground.  I felt everything go weak in my body.  I crumpled to the ground clutching my boys and screaming.  I cried like a little baby.  You would have, too.  

Weston ran off--I didn't find out he was the one who did it until days later.  When the playground teacher walked over to find out what was wrong with me, I couldn't even talk to tell her what had happened.  I thew up from the pain.  

When I could finally function again, I discovered my book had scattered a few feet out in front of me and landed in a puddle.  It was ruined.  And I had brought that book from home.

For weeks, nay MONTHS, after that, the other boys in my class thought it was so funny that I got nut-rocked like I did, that they spent most of their free moments trying to find ways to replicate it.  When I walked through the halls, I had to constantly look over my shoulder, lest I find a foot planted in my nards.  When I was at recess, I had to stand with my back to the wall at all times, lest someone attempt to crotch-punt me across the playground again.  

It was miserable.  I had started out first grade loving school.  After that day, I never once liked school again.

Sarku Japan's chicken teriyaki is so good, that when I eat it, for a few blessed seconds, I forget the trauma of that event.",review,0,GIe3fZlWKtnPXTaGqmwl-A
1459,QMWdcByvCYCrs7-IQyr26w,0,2009-08-29,0,FZn4XhoHDHwSo_viS_K77Q,5,"Quick, friendly, helpful service. Love how they have all their repair/installation/service prices posted. Somewhat limited, but quality inventory. Love the cat roaming the establishment too. Any establishment with a cat gets a star automatically.",review,0,4bsu8DLfDkBV84RKn6UmcA
1463,QMWdcByvCYCrs7-IQyr26w,0,2012-03-15,0,_etUpcPSDz5vNB7Fjo-Daw,5,"Went in today for a quick brake adjustment and to fix a ripped tube and despite being VERY busy I was in and out in under 45 minutes. I've been going to this bike shop for 5 years and I only had one bad experience (with someone who appears to be no longer employed by the shop). Everyone who works here is incredibly helpful and they will never push you to buy any services or products that they don't think you need or that they don't think are good quality. They are super woman friendly, despite being staffed by mostly men, and offer their space on some nights for a women's bike mechanics class (that I've heard of and seen, but never gone to). They built my 3-speed bike from scratch when I first moved here, gave me an excellent price for it, and have helped me to keep it well-maintained. I have had only minor problems with the bike and I put it through a lot of hell. I recommend this shop not just for repairs, but especially for anyone looking to get a well-priced custom bike.",review,0,DoqaJVET-M4zqHN-m2MZvg
1464,QMWdcByvCYCrs7-IQyr26w,0,2012-11-11,0,n3yY5VcX6X1HT4OncL-3bA,5,"I wanted to swap out the straight handlebars on my hybrid bike for backswept bars.  They guys here were very knowledgeable and helpful.  They spent a lot of time with me to review several different style handlebars, and helped me find a set that are very comfortable and that accommodate all of the stuff I had on my bike.  They also helped me pick out a newer set of front and back lights (and did not just push me toward the most expensive options, either).  The work was done on time and for less than I had expected to pay.  Super friendly, and no Gearhead attitude.  I highly recommend them, and definitely plan on returning to this shop if my bike needs anything in the future.",review,0,vR5wodjobb1C8NP7qWTeIQ
1466,QMWdcByvCYCrs7-IQyr26w,2,2013-07-06,0,ZadTSZCmlzsn5Cko7VgEug,5,"Wonderful place.

I am brand new to the (now less) intimidating world of bikes and cycling and broken pedals and flat tires, and these guys don't care. They treat me like I've been riding for years, yet never laugh at my questions or concerns. (And they didn't laugh when I leaned my bike against the wall and it came crashing to the ground. Or they waited until after I left to laugh, which is something I can appreciate.) I've purchased simple things (like water bottles) with them and trusted them to reassemble the bike and add pedals and air to the tires and a new saddle. All was handled professionally and quickly at, what I assume to be, a fair price. 

Stop in and say hello. Pet the two store cats (but keep in mind that one is deaf so your repeated Hi Kitty, Hi Kitty, Hi Kitty pleads will go unheard) and take a look around at what they've got. Revolution Cycles is a great neighborhood place.",review,4,Y_u9tbGWwEAIZs5ja8ZAzA
1467,QMWdcByvCYCrs7-IQyr26w,2,2013-09-23,0,bGI4cNrTyHn0-LSRf68atA,5,"Back again, back again. 

The time came to upgrade from my previous bike (a hybrid, a bike better suited for short distances, a bike too big for me, a used bike I bought for $50 and couldn't keep fixing up, a lovely friend, a loyal commuter) to a brand new road bike, built to fit me. 

I walked into the shop on a Saturday, sat down, and said, ""Build me a Surly!"" And Earl laughed. He has no problem with Surlys, he said, and he'd build me one if that's what I wanted. But he made me do some research first. And he asked me what I'd be using the bike for. Earl and I talked for about an hour that day, and I left the shop with a few of Earl's suggestions: bikes and companies I had never heard of or considered (Handsome Cycles, Soma, All-City, to name a few). 

I still wanted that Surly, though, so I went back. ""Build me a Surly!"" Earl said he would. But I'm short (barely five-foot-two), so Earl wanted to make sure I'd actually fit on a Surly before ordering one. He called a previous customer and asked her to bring in her Surly. He hooked the bike up to the trainer, watched me pedal, told me to shift, told me to break, told me to actually ride the bike, and I did. So, he ordered me the surly. 

The whole process - sitting down, ordering the bike (the Cross-Check), picking the color (wonderful lime green), selecting the seat and pedals and fenders and, and, and - took about twenty minutes. The building of the bike took exactly a week. And it's a beautiful bike. Sleek and clean and fast and light. Put together expertly. Adjusted at least three times (Can you raise the seat? Can you lower the seat? Can you pull the handlebars forward? Can you pull the seat forward?) the day I picked it up. Happily. 

It was a dream, building this bike with Revolution. Not once did I feel pressured by Earl or the rest of the crew at Revolution. Not once did I feel belittled, talked down to, or laughed at. Not once did I feel that my dream bike wasn't cool enough, worthy enough, or good enough to build. I had a bike in mind, and Earl told me to think about it. I thought about it, and Earl told me they could do it. And they did. Professionally, quickly, expertly. And I could not be happier with the bike I've got now. 

I'll come back again and again and again to these guys because they're just that good. For everything. Fixing up old bikes, like my Specialized, and building new ones. The best.",review,3,Y_u9tbGWwEAIZs5ja8ZAzA
1468,QMWdcByvCYCrs7-IQyr26w,0,2013-10-13,0,iLjwrKQKcOjJPLfPvv4Lhw,5,"I was really surprised to see the poor reviews on yelp for Revolution! They have always been friendly and helpful when I have a need for my bike. However, those reviews seem to be from older dates (most of them..), so perhaps there's a management change and please give revolution a chance!!

The bike shop is a middle-sized shop, so they might not have as much variety of products as other huge bike shops. The nice thing is, they are willing to go out of the way to order something for you, even if you just wanted one piece of something. Also, it is a great place to stop by for last minute maintenance, quick fixes. They usually have a long wait for huge project fix ups, but if you just need a quick check or putting on a saddle, something fast, they will do it on the spot and you won't run into the long wait time.

I trust them to do a good job for my bike. Jacob, who I regularly see in the bike shop, was very detailed in explaining my options when I wanted to add gears to my single speed bike. He even suggested maybe building a custom bike might be something I should consider since my Sanwa is not exactly meant for touring.. A week and a half later (I was out of town), my bike was ready. It fits well, the gears are surprisingly smooth for a no gear gal like me. Everything was great! And they were so friendly and told me I should come back for a check up on the bike a week or two later!",review,1,R005MrvgUEgCW_V4I-f3nw
1469,QMWdcByvCYCrs7-IQyr26w,4,2014-02-19,2,Duj1OmaNAvwKQ0hie2ouow,5,"These guys saved my bacon by literally giving me the fenders from their bike. Really.

For those of you that take the good time to read my mediocre reviews, you'll know that I recently bought a fat bike. And I love it. Really, really love it.

But, I don't particularly enjoy the amount of water and crud those huge tires sling around. After my last ride, it felt like I was carrying around an extra 10-lbs of salty water weight, primarily in my bike shorts. Memories of a dirty diaper came to mind... 

So, I set about looking for fenders. I visited several bike stores in the area, none had what I was looking for in stock. So, I went online and ordered a set from Amazon. Who, eventually e-mailed me a ""whoops, sorry, those aren't in stock after all"" message. Curses!

Then I remembered that Revolution was just around the corner from my house, so I quick raced over to see if they had a set of fenders. And they did! Win!!

But... they were installed on a bike that was on the show floor. Fail!!

I inquired if they had extra fenders in stock - nope. 

I inquired if they would be interested in selling the ones from the show floor bike - yep!

Win again!!

And, because the fenders had been ""used"" (for one ride), they gave me an unnecessary, but greatly appreciated discount. 

Talk about nice guys. Thank you!! 

Great selection of parts and accessories, as well as bikes of all shapes and sizes. I will be back. I promise!",review,3,oFhtzLhXS1iENWoBMdWk4w
1470,QMWdcByvCYCrs7-IQyr26w,0,2014-03-30,0,18gaVKkuvhfgjbc6QX2G9Q,5,"We have our bikes tuned up every spring from the friendly folks at Revolution Cycles, and have always been pleased with the service, quality, and value. Being able to walk there from our home is a plus, too.

A few years back, they even gave my wife a milk crate when we were having trouble finding one for her. Long story short, they're good people.",review,0,h_JGEQFUNmxNm1wksRoDdQ
1471,QMWdcByvCYCrs7-IQyr26w,1,2014-06-12,0,SmE4RqdcEHj0JGUkBmCLBg,5,"I've been to a lot of bike shops around Madison, and Revolution is my favorite. 

They're approachable and in support of finding you the safest cheap way to stay riding. They also stand by their tune-ups for the whole season. None of the  ""hey we're actually going to charge you another $50 because we didn't tighten your brakes to your liking.""

I had my touring bike built through them last year, and all along the way they had resources and words of encouragement. The staff is amazing too. My only regret is that I always have work when their maintenance classes are.",review,1,qPUQYrobbvNIPPdIOeymBg
1473,hUS4D74YDHobcggC4-YMqw,1,2012-11-28,0,8Ru004rjT8olqWddpv-SwQ,5,"Busse's is very much a typical neighborhood tavern, with cheap drinks (cheapest in the city that I've found) and nice down to earth people.  Recent updates have been made as far as tv's, games, sound system, etc., so if you haven't been in a while to catch a game or hear some music (the old juke box was circa 1970's) you might give it another shot.  

If you are into ""bomb"" shots the Chuck Norris shot is something you need to try.  If you like tap beer the selection is limited, but very inexpensive, and the lines are always clean (hint: the owner drinks tap beer).  Cocktails are stiff, and REALLY inexpensive.  

If you're a northsider looking for a new local hangout, or someone heading to a Mallard's game looking for a spot near Warner to hit up before or after the game (they always have Mallard gameday specials) this is the place.",review,3,tpwXQU2zhsXPz6CywnCrwA
1474,qTzXFsBjMmOQHeRrWnJYLg,0,2010-07-25,1,LFq4o1bAAtc0E202y29tjA,5,"Great prices, good selection that is constantly changing, and it's usually pretty busy.  What more can you ask from a used book store?

The staff is pretty nice, though it seems like every time I walk into the store, the music they're playing is some of the most god-awful foreign jazz stuff.",review,0,S_jsDw9WSy08lVBhXnux9w
1476,qTzXFsBjMmOQHeRrWnJYLg,0,2011-12-26,0,3KrK9BrkW6lTurUQqYumFQ,5,"First off, this is a USED bookstore, yet a large majority of their books are in almost new shape. Great selection. The last 4-5 times I went to Barns n Nobel at east town and found a book I wanted, I decided to check to see if they had it at half price books, and THEY DID! ALMOST EVERY TIME!!! And for half price, or less!! The staff is very helpful, and you can call ahead and see if they have the book you are looking for. If they do, they will gladly put it on hold for you at the front desk for up to a week at NO CHARGE! Staff is very friendly, and store is always neat and clean. Definately a winner. Always call and check here before paying full price for any book!!! They also buy/sell used records, cd's, movies, and computer software and games.",review,0,rUUI3ngu8tIRVAzQz25GCQ
1479,qTzXFsBjMmOQHeRrWnJYLg,1,2012-10-26,0,AX2grRQeWz1c6Jweva_FrQ,5,"This place is making me a cookbook hoarder! Helpful Staff. Great deals on books that aren't even an a year old. All in good condition. Everything is categorize for easy finding. They even have music items, comics and magazines.",review,1,6rMHhS3Hf_Ofn1hYaxaUgQ
1480,qTzXFsBjMmOQHeRrWnJYLg,0,2012-12-01,0,Lnd3f24MVYQQdM1_QKJ2XA,5,"This is by far my favorite book store.  I never walk out of the place empty-handed.  Awesome selection and quick turnover in my favorite categories.  One can purchase new books for a song- I just picked up the 2012 Gun Digest for ten bucks, when it ordinarily sells for forty.  

I have never had a bad experience with staff, they've always been helpful.  Keep up the good work HPBs!",review,0,SzVMuOEV-kcDcF0E6OwwKg
1482,qTzXFsBjMmOQHeRrWnJYLg,0,2013-08-22,0,kAr01CWeWiPXvgqb3hB-TQ,5,"Love the selection in their clearance section.

After a minute of scanning the shelves, I walked out with the collected works of John Donne, some Emily Dickinson, a doorstop fantasy novel by Daniel David Abraham, a hilariously dated sci-fi book about the future of gaming from the 80s by Melissa Scott, and one of Adrian Tchaikovsky's fast moving pulp novels, all for six dollars.",review,0,MAugRkIrbXomERvUyb2WjA
1490,MFANntSgzNkjStqgB2xtHw,0,2011-08-17,0,e0RAvNS5GJdIR4yHn_mMUw,5,"I came in with a free wash voucher after having my vehicle serviced at Ford. One of the guys who oversees the final wipe down of the car, inspected it once it came out of the wash, and said he wanted to put it through one more time because it was still dirty. They took the extra time to wipe the car by hand, and put it through the wash once more. Definitely more than I expected from any car wash facility... especially when I didn't even have to pay!",review,0,4bsu8DLfDkBV84RKn6UmcA
1513,wls7FRMgIn8VlK1ji5Ms5g,0,2014-05-30,0,6BiUNXmvQOsuUt2-XsnoJA,5,"Fun, cheap, challenging course. It is my favorite in Madison for the price. Not sure why anybody would pay $16 to walk 9 at a city course when you can do the same here. 

It's a unique course, not links style but has plenty of marsh/ native grass. If you hit an errant tee shot you will be punished. 

Often times you will see cool wildlife. One time I saw about 7 muskrats. Another time I saw 7 deer.",review,0,cyVZqMKgObiVvZTzZX8IFw
1515,311yXufoXR2dFngMHS9MFg,0,2014-02-04,2,7E5bIaJl8GX1EUimBQDIUA,5,"Let me preface this by saying that I'm usually a Burger King guy (I like their mascot better, McDonald's is too funny looking).

However, my friend was in town, and I thought, ""why the heck not? live a little!"" so I brought her here.

On our way to McDonald's, also known as ""Mickey D's"" in other areas, I begin to worry that maybe I should have called to reserve a table in advance.

However, upon arriving, we were pleasantly surprised to find no line!! 

We did wait a minute or two to be seated, but apparently, this is one of those seat yourself places.  

As I approached the front, I was immediately mesmerized by their huge selection of burgers. Their menu ranged from McSingles to McDoubles to even McTriples!! They also had a dollar menu consisting of items costing $1.07 after tax. 

I decided to go with their house special, The Big Mac, and their seasonal Chicken ""McNugget"" Pieces.

When I opened up my box of chicken nuggets, the pale-golden/yellow skin indicated that it had just came out of the storage unit next to the fryer. 
 
As the freshness evaporated with every bite, I really began to taste all the other kinds of meat that went into making the nuggets. I think I even tasted some pork, but don't take my word for it. 

Oh my God and then you have the dipping sauces! These little containers held the perfect blend of artificial sweetener and manufactured taste  

As I eagerly unwrapped my Big Mac, I was slightly disappointed to find that it wasn't as advertised (the picture on the display made it seem a lot bigger!!). Oh well.

I would really like to commend the chef on making the buns just how I like them, extremely soggy. I was even more impressed that the soggy, limp buns were able to maintain their round form. This is some pretty advanced cooking technique!!

Anyways, as I bit into my Big Mac, the first thing I tasted was the mayo. Actually, it was the only thing I tasted, but it was some damn good mayo. 

Finally, if you're watching your waistline, they have a plethora of drink options. Choices like Diet Coke, Diet Coke Zero, Sugar-free Diet Coke Zero, etc... ensures that there's a perfect diet drink for everyone. 

PS: Perfect date spot for Valentine's Day. Highly recommended!!",review,0,lZq-CaPk58whjRxjnLIPQg
1529,DPViYrvLCByFRQBl90TLsg,1,2010-09-21,0,hqzU0ZoddrcLKMHLqLD-lg,5,"She is fantastic! I came her to because my boss recomended her...it's always scary taking your wedding dress to someone...especially when you are on a very tight budget. For our wedding there were two brides so we had two dresses, double scary. She had great customer service. She was also fast...one week we did the initial fitting, the next week final touches and later that week, done, eventhough my dress had a lot of beadwork. She was also honest, if something didn't look like it fit, she would let us know and if something was not needed, she didn't suggest things to get more money out of us.",review,1,ctvJQmi5EEBndDQ0X1uDcg
1530,DPViYrvLCByFRQBl90TLsg,0,2012-06-07,0,btSjmNZcgqcvotQJP0GGFg,5,"I took my wedding dress to Darlene for alterations and she did a terrific job. She was very up front about what the dress needed and what she could do (she added boning, cups, took in the waist, and took up a very complicated hem). She was also very communicative about the entire process, which helped to calm my nerves about the work. Her prices are reasonable and she worked quickly and within my timeline. The results were beautiful. I can't recommend her enough and I'll definitely be taking things there in the future.",review,1,hsCmQW6wh5zgtIcuPi4-aA
1531,DPViYrvLCByFRQBl90TLsg,2,2012-07-03,1,6AckA74jDIeZhdY3UE2njQ,5,"OUTSTANDING IN EVERY WAY. 

Darlene is the owner and #1 World Champion Queen of the Alteration Universe. I really cannot say enough good things about her. Her friendliness, dedication, and skill are unmatched. 

I started taking my dress pants here to be taken up almost 8 years ago when I was still in school at Ye Olde UW. At the time, it seemed a pretty far way to go for an alteration place (ALL the way on the east side LOL). But after the first experience, I would never go anywhere else. 

I took my wedding dress here for alterations too. As expected, a fantastic job. Now that I live 3 states away, I still bring stuff with me when I visit and have her ship it back to me! Yes, this place is THAT good. Friendly, prompt service, and very reasonable prices. 

Darlene and her staff (one other person who I've never met but must be equally as amazing), are just the BOMB plain and simple. Never had a problem with anything done here. Back in the day Alterred States was just a teensy little store in a strip mall on Northport. Now, she's taken over the big middle part! Just goes to show I'm not the only (extremely fanatic) satisfied customer! 

Best spot ever. Take your stuff here. You won't be disappointed.",review,3,4-F_5hXfiGITOwBRr9cGVw
1532,DPViYrvLCByFRQBl90TLsg,0,2013-01-01,0,5WbX0QABHB8EN3chSR9tow,5,"Darlene is awesome. I had to have my bridesmaid dress taken in in the bust and had to have it done in under a week. Darlene did an awesome job on the alteration and had it done in six days. I paid $45, which seems totally reasonable to me. I'll definitely go back to Darlene for my other alterations and repairs.",review,0,n2nENCgxh_rXhUwGMGdopA
1534,DPViYrvLCByFRQBl90TLsg,0,2013-09-07,0,6E4z6Wo1omDhY1rmTVDC3A,5,"Excellent service and work.  I needed a rush job that was more work than it seemed, the dress I needed hemmed was voluminous and she did a beautiful job and I am wearing it out dancing tonight,  feeling like Ginger Rogers.   Thanks to Darlene.
If you ever need anything altered this woman is very talented, and professional.
Truly as good as it gets.",review,0,Qf4mPfYP2YmqzPCnrXXtjQ
1535,DPViYrvLCByFRQBl90TLsg,0,2014-05-29,0,2FpjN96lCPQOBYNYCYfAfg,5,"Great place for all alterations!  I relocated to Madison from Chicago and needed a place to help me with a bridesmaid's dress fitting.  The dress had a lot of lace, making the alterations slightly more complicated than meets the eye.  

Darlene did a GREAT job.  The dress fits like a glove.  Woo hoo!  I will definitely be back with any future alteration needs.",review,0,-SLBVDpvM_L8gqnewLz8eQ
1536,DPViYrvLCByFRQBl90TLsg,0,2014-06-13,0,DQlqLWY54XryyYNz_zgQfg,5,"Darlene can work wonders on clothes that don't fit right. I've been coming to her for 2 years, ever since I moved to Madison, and have never been disappointed. Highly recommend!",review,0,f1iCfaPauT3I1RU6OoR29g
1537,rgyvl8tNVAony634_9vFdQ,0,2010-02-23,0,j9qzQwmjV5jIJWS2eE1Omw,5,"Speedy, friendly service, rarely messes up my order, even if it is complicated, which it usually is. 

Late night staff get swamped regularly, but handle it well. Great vegetarian and vegan options. 

(I feel I need to say that my five stars is versus other fast food restaurants, but for the money it definitely still holds its own. )",review,0,PjUd4Bhv_kOcqCtgZEMHKg
1539,rgyvl8tNVAony634_9vFdQ,0,2014-02-22,1,M6QldncnFoUorev7txg47w,5,"Easily the best TB in Madison (though with State St and University/Segoe closed, it's not much of a competition). Everything is made very well, very fresh, and very fast. Great service. The location rocks too right between 30 and Milwaukee. No complaints and this one is much less sketchy than the one on Park.",review,0,JTqZ-akruDaeRADKPoEgXQ
1541,sqWMSOlxpGniLqMzXmfBZQ,0,2010-09-25,0,z7Sh1qDd_euQDnvbnQ9Pzg,5,"Willy Bike Works has bailed me out with an urgent bike repair on more than one occasion, and I've never had a bad experience with their staff. In fact, they've not charged me for labor on some minor repairs on several occasions. Conveniently located right next to the Southwest Bike Trail on East Wash. For minor fixes, they'll usually do the work right away while you're waiting. Frequently have good sales on merchandise, and a great selection of mountain and road bikes for sale.",review,0,6pe8xLncmf2F35Lh0olr4w
1542,sqWMSOlxpGniLqMzXmfBZQ,0,2011-05-01,0,RG7yzz9BspZH_DYjz4hzOw,5,"My only source of transportation for the summer is going to be my bike.  I moved back to WI this past Thursday and brought my bike in to be fixed on Friday.   I had a super helpful employee named Sam.  He checked through the computer and told me that they could take it but I probably wouldn't be able to get it back until next Tues. or possibly Wed.  Long story short, I'm going to be living in my final destination in another city and starting work so those days wouldn't work for me.  I explained this to Sam and he told me he would make sure to keep me informed about my situation and he would do all that he could to get it done by Monday.  Needless to say he called me back 3 hours later and told me that he had fixed my bike and that it was ready to be picked up.  I was floored and very much appreciative at the quality of the job as well as the insanely fast amount of time he fixed it in.  Sam, you're the best.  Williamson Bikes & Fitness... THANK YOU!I",review,0,UnxWkfgCAw8lnveFFnG4WQ
1549,v5a-Mj4eO1E--HmgwEWo7A,1,2011-03-16,1,fEZjMdvXWgLnybKLrN4UqQ,5,"Red Lobster is  consistently excellent. The Biscuits may be a draw for some ,(altho I can only eat one myself). 
I go back over and over because of the great staff, the impeccable Long Island Iced Teas and the always Hot Steamy Perfect  FRESH Lobster. Our Madison Red Lobster aims to please like no other chain in town. The menu is extensive and never disappointing.
I am thrilled to have them here. Worth the time and money, every visit.",review,1,AnW3hjm3lkvx8usob_YjzQ
1553,v5a-Mj4eO1E--HmgwEWo7A,0,2013-09-06,0,5ipslf49A7nfKvyL2c_Fdw,5,"love their special biscuit, soft and delicious. the seafood is fresh and nice. endless shrimp is a great choice.",review,0,IYylj_zqL7rnODqET1AB8g
1559,01gRLh9-kr_ZYABrGwNxpg,0,2012-05-09,0,yym_CTrdg8Gue8FE6tQhKA,5,They do a great job.,review,0,c-s4LnujkV7gbOZFDIfkWg
1570,HTplzElel_F_U_qhWuDKdg,1,2010-05-10,0,WjwBag553NUwomGpz59H8A,5,"I'm from out of town and was looking for a place to have some beer and some good food and this place was excellent.  First of all, the waitress was very kind with great service and helpful advice for a couple ""newbies"".  The beer selection was great and we got a pitcher of a microbrew for $10, which I thought was a great price.  The burgers were huge and very tasty along with the cheesecurds and fries.  I will definitely visit this place again next time we're in town.",review,3,dmHD-dy6duy07ldTOMgFRw
1577,HTplzElel_F_U_qhWuDKdg,0,2011-09-20,0,buQ1zqYl8Bl75BE3yquHbw,5,"I've been frequenting Dexter's quite often over the past few months (to the tune of around twice per week) and am happy to report that every visit has been absolutely STELLAR.

There's the obviously excellent beer selection - it's constantly rotating, and it always tastes fresh and wonderful.  The staff really know their beer - if you ever have a question, don't hesitate to ask because they will offer a sample, suggestions, and plenty of information.

The food has been incredible with every visit.  Sure bets: the hummus platter (wow, that IPA hummus is unreal), the waffle fries, any of the burgers, most of the specials, and of course, the fish fry.

I've had several burgers (The Abbey (with tomato garlic sauce), the Defibrillator (onions, ham, bacon, egg, cheese), and the Patty Melt) - each was delicious, and they cook them exactly to order.

I've had the Santa Fe Chicken salad - wow, those roasted veggies are great.  The soups have also been excellent - I recently had the spicy vegetable and the chili; the chili features a spice that slowly crescendos - by the end of the cup, you're feeling a little of that capsaicin love.

I've had several specials, including a turkey melt and a loaded ham and cheese.

And of course, I've had the fish fry several more times and am PLEASED to report that it remains excellent.  The hearty, perfectly applied batter and the flaky fresh cod is among Madison's best.  I will be updating my fish fry review with new pictures and details in the near future.

Service has markedly improved - the staff is fast, friendly, and as mentioned, super helpful.  I really enjoy their company - it's great to drop by and sit at the bar or to grab a table and chill for a while.

UPDATE: Dexters = MAJOR WIN

Food = 4.75 stars.  Really great, really consistent
Service = 4.75 stars. Fast, helpful, attentive
Value = 4.5 stars. Quality is there, so the prices are worth it
MISC = 5 stars.  Great vibe, great crew, good jukebox - love it


Summary: 
I now live about 25 miles from Dexter's, and I don't hesitate to make the drive.  If someone asks, ""feel like grabbing a bite tonight?"" I'm always happy to recommend Dexter's, even if it means a 30+ minute ride.  It's that good.",review,2,oFhtzLhXS1iENWoBMdWk4w
1594,HTplzElel_F_U_qhWuDKdg,0,2013-03-19,0,6AdBjoNCKJj8T9s0YGoYtg,5,Absolutely the best place to get a delicious Reuben and brew fries in town! My favorite dive on the Eastside of Madison.,review,0,clKTx-oACO0rwblV40tpWg
1596,HTplzElel_F_U_qhWuDKdg,2,2013-05-31,0,FR_dqRq9ETBsbWPR2l5xXQ,5,"Easily one of my favorite local hangouts, Dexter's is a ""dive"" bar without the ""dive."" The beer selection is wonderful, bartenders and staff are knowledgeable and attentive, and the food is well above typical bar food standards. There are tables for dining, a long bar for sitting and watching the game, and volleyball courts out back for summer fun. If you're going for the food, I have to recommend the fish fry and/or nacho platter. If you're going for the beer, you won't be disappointed. And if you're looking for a fun place to watch a Badger victory with friends, you've got the right bar.",review,3,z9QwaDCMY2ygAJpp3UI-Fw
1604,HTplzElel_F_U_qhWuDKdg,0,2013-12-11,0,90IwIOkM6FQR_qhvw3XmWw,5,"We drove 45 minutes through rain and rush hour darkness to get here, but were not disappointed. Service was fast and we had two great beers and our soup before we knew it. One of the best beer lists in town too! Great homemade chips and french onion dip and a locally made pretzel with great dips came next. Smelt fry was great! Very lightly breaded as advertised (nothing like the pre breaded frozen kind) and great tartar sauce. Pizza had great thin crust. We would definitely come back again for many reasons.",review,0,qbJKWgWuykysWIf_0V8gRg
1608,HTplzElel_F_U_qhWuDKdg,1,2014-02-24,2,4aCDL5Yb3zhqXhmcLpMQAg,5,"I love Dexter's. It's a short walk away, so I go there a lot. I've been there dozens of times.

Their daily specials are usually what I check out, and they come with a cup of soup. And that soup is usually amazing. Their chili is always fantastic. Their fish fry is also very good. They have a beef brisket sandwich called the BBLT that is always really good.

They have plenty of beer on tap, and plenty of televisions for your viewing pleasure. The staff is always friendly and willing to recommend something.",review,4,Azs2WnrEAVqTikVB2D3WmA
1610,HTplzElel_F_U_qhWuDKdg,0,2014-05-16,0,YvXNbG3sWPn3fuU3kXFPMg,5,"We went to Dexter's on Friday for the fish fry at the start Craft Beer week.  So we knew the wait would be long.  It was about an hour or more wait to eat.  But that didn't matter because we got to have a couple of tasty beers.  Once we sat down to eat, we started off with the clam chowder.  I loved it.  The chunks of clam were huge and tender, not chewy.  The soup wasn't too thick that it overshadowed the clams, onions and potatoes.  We both ordered the deep fried cod.  One of the best we've had.  It came out hot and crispy.  The batter wasn't too oily and you could taste the flakey cod.  The waitress was very busy but always available if we needed anything.  I can't wait to eat there more.  

I love the atmosphere at Dexters.  It's a great mix of people who are friendly and there to enjoy the beer/food.",review,0,IayIs1INGJmbjtA5s6eYxg
1612,HTplzElel_F_U_qhWuDKdg,3,2014-06-20,0,01v4L6EdpTGJ7mjKFs-MQA,5,"This place will always have a special place in my heart for reasons known by me and Steve L. :-)

I'm fairly new to the world of craft beers, but I'm a big fan of the beer list here. Always something new and interesting to try.

I haven't had a proper dinner here yet, just appetizers. They have been just ""ok"". The menu sounds promising, though.

I like the open style of the kitchen area, always curious to see what folks are up to in there. The wait staff was very attentive, if slightly impersonal, as well. I found it odd that a waitress was allowed to work wearing flip flops, though. (I notice details.)

It was a nice cozy place to wind up the end of my work week last night. To be continued...",review,5,wE7kSbc96IIXpQxJgLrGMQ
1632,izF6o43M1eWpivukmRQpRg,1,2013-05-10,0,Oim1ExLxepNEndoH1qF4AA,5,The staff here were very courteous and knowledgeable! I felt like I could really trust them. The service was quick and completely worth it. I'll come here every time!,review,1,hNTg66E2RDH9-YM5JkDgQA
